trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
551,False,"{'a': 0.002, 'e': 0.33287108369807955}",20,6,-59.71431687238062,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 1}",1
552,False,"{'a': 0.002, 'e': 0.33220600682924445}",20,8,2.4194055720190493,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
553,False,"{'a': 0.002, 'e': 0.3315422587848797}",30,12,-6.84040500117193,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
554,False,"{'a': 0.002, 'e': 0.33087983690999206}",20,0,-25.89845670736067,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
555,False,"{'a': 0.002, 'e': 0.3302187385548933}",20,12,6.055172790723722,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
556,False,"{'a': 0.002, 'e': 0.32955896107518906}",25,15,12.173132959062087,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
557,False,"{'a': 0.002, 'e': 0.3289005018317685}",20,9,5.878223005501299,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.002, 'e': 0.32824335819079375}",25,15,18.34943537066532,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
559,False,"{'a': 0.002, 'e': 0.3275875275236895}",20,0,-53.96459250297671,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
560,False,"{'a': 0.002, 'e': 0.3269330072071321}",20,6,-31.368158610889676,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
561,False,"{'a': 0.002, 'e': 0.32627979462303947}",20,0,-1.122676364621072,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
562,False,"{'a': 0.002, 'e': 0.32562788715856034}",25,5,1.713551871741973,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
563,False,"{'a': 0.002, 'e': 0.324977282206064}",25,6,26.392747975065266,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
564,False,"{'a': 0.002, 'e': 0.3243279771631298}",25,10,16.126478526326046,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
565,False,"{'a': 0.002, 'e': 0.3236799694325367}",25,15,18.699240700075094,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
566,False,"{'a': 0.002, 'e': 0.3230332564222529}",30,13,-19.290036444981894,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
567,False,"{'a': 0.002, 'e': 0.3223878355454255}",20,14,11.140832554251324,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
568,False,"{'a': 0.002, 'e': 0.32174370422037013}",25,0,-17.163833842631334,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
569,False,"{'a': 0.002, 'e': 0.32110085987056064}",20,0,-19.187590987110603,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
570,False,"{'a': 0.002, 'e': 0.32045929992461875}",25,0,-44.61190671207214,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
571,False,"{'a': 0.002, 'e': 0.31981902181630384}",20,10,-4.661767174021865,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
572,False,"{'a': 0.002, 'e': 0.31918002298450265}",35,14,35.18434976130439,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.002, 'e': 0.31854230087321894}",30,7,-23.24799571593974,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
574,False,"{'a': 0.002, 'e': 0.3179058529315635}",20,13,16.64473044942232,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.002, 'e': 0.3172706766137436}",20,13,13.750150654312021,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
576,False,"{'a': 0.002, 'e': 0.31663676937905316}",25,13,20.36834073337686,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
577,False,"{'a': 0.002, 'e': 0.31600412869186245}",30,9,27.84779855659798,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.002, 'e': 0.31537275202160797}",25,7,-4.352593878092257,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
579,False,"{'a': 0.002, 'e': 0.3147426368427819}",20,10,-14.922909929946432,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
580,False,"{'a': 0.002, 'e': 0.31411378063492296}",30,20,6.755702059005674,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
581,False,"{'a': 0.002, 'e': 0.3134861808826053}",20,8,1.6523914740288548,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
582,False,"{'a': 0.002, 'e': 0.3128598350754292}",25,8,-10.23876095468355,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 0}",1
583,False,"{'a': 0.002, 'e': 0.31223474070801055}",25,12,-13.578786221405268,"{0: 10, 1: 0, 2: 3, 3: 0, 4: 0}",1
584,False,"{'a': 0.002, 'e': 0.31161089527997105}",25,7,-30.563177658830067,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
585,False,"{'a': 0.002, 'e': 0.3109882962959281}",20,1,-76.36671067830073,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 2}",1
586,False,"{'a': 0.002, 'e': 0.31036694126548503}",20,12,14.565590339249127,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
587,False,"{'a': 0.002, 'e': 0.3097468277032208}",35,0,-37.11026828295033,"{0: 27, 1: 2, 2: 5, 3: 1, 4: 0}",0
588,False,"{'a': 0.002, 'e': 0.30912795312868047}",20,0,-12.06286611388707,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
589,False,"{'a': 0.002, 'e': 0.3085103150663647}",20,12,13.886614583753477,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.002, 'e': 0.3078939110457206}",20,0,-112.32770292261434,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
591,False,"{'a': 0.002, 'e': 0.30727873860113125}",20,0,-36.332350806080036,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
592,False,"{'a': 0.002, 'e': 0.306664795271906}",25,1,-28.4694324702662,"{0: 20, 1: 0, 2: 2, 3: 2, 4: 0}",1
593,False,"{'a': 0.002, 'e': 0.3060520786022707}",25,3,24.35044896756986,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
594,False,"{'a': 0.002, 'e': 0.3054405861413579}",20,0,-40.32343933645354,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
595,False,"{'a': 0.002, 'e': 0.30483031544319683}",25,0,-10.362700672333352,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
596,False,"{'a': 0.002, 'e': 0.3042212640667041}",25,3,-16.883720823882857,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 1}",1
597,False,"{'a': 0.002, 'e': 0.30361342957567317}",30,11,-28.502497205721657,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 0}",1
598,False,"{'a': 0.002, 'e': 0.3030068095387654}",25,0,-28.914490667724248,"{0: 18, 1: 4, 2: 2, 3: 1, 4: 0}",0
599,False,"{'a': 0.002, 'e': 0.3024014015294998}",20,2,17.937027594385604,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
600,False,"{'a': 0.002, 'e': 0.3017972031262435}",25,0,-46.35304825277916,"{0: 21, 1: 1, 2: 1, 3: 1, 4: 1}",0
601,False,"{'a': 0.002, 'e': 0.30119421191220214}",25,6,-3.7681331480006293,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 0}",1
602,False,"{'a': 0.002, 'e': 0.30059242547541}",30,12,20.572553023400417,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
603,False,"{'a': 0.002, 'e': 0.2999918414087205}",25,13,-20.129306230945673,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
604,False,"{'a': 0.002, 'e': 0.2993924573097967}",30,8,14.924752299117175,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 0}",1
605,False,"{'a': 0.002, 'e': 0.29879427078110127}",35,9,-31.411528689142514,"{0: 21, 1: 2, 2: 2, 3: 0, 4: 1}",1
606,False,"{'a': 0.002, 'e': 0.2981972794298874}",30,21,-34.552496241451976,"{0: 6, 1: 1, 2: 0, 3: 2, 4: 0}",1
607,False,"{'a': 0.002, 'e': 0.29760148086818883}",20,0,-34.82130741935838,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
608,False,"{'a': 0.002, 'e': 0.2970068727128105}",25,0,-92.68308163203427,"{0: 19, 1: 0, 2: 4, 3: 0, 4: 2}",1
609,False,"{'a': 0.002, 'e': 0.2964134525853191}",20,0,-59.13952073720389,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
610,False,"{'a': 0.002, 'e': 0.2958212181120332}",30,0,36.64124071013353,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",1
611,False,"{'a': 0.002, 'e': 0.2952301669240142}",20,14,1.0082281112478615,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
612,False,"{'a': 0.002, 'e': 0.29464029665705654}",20,8,5.740873994303459,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
613,False,"{'a': 0.002, 'e': 0.29405160495167837}",20,0,15.175623634177311,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
614,False,"{'a': 0.002, 'e': 0.2934640894531121}",30,0,17.039838254369652,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
615,False,"{'a': 0.002, 'e': 0.2928777478112949}",25,0,32.24179941137126,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
616,False,"{'a': 0.002, 'e': 0.2922925776808594}",20,8,-24.223348703984943,"{0: 9, 1: 1, 2: 0, 3: 2, 4: 0}",1
617,False,"{'a': 0.002, 'e': 0.2917085767211244}",30,0,3.4077569067213007,"{0: 26, 1: 3, 2: 0, 3: 1, 4: 0}",0
618,False,"{'a': 0.002, 'e': 0.2911257425960852}",30,13,12.86162535033309,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
619,False,"{'a': 0.002, 'e': 0.2905440729744046}",25,7,17.358654103604565,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
620,False,"{'a': 0.002, 'e': 0.2899635655294032}",30,4,25.79652874296052,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
621,False,"{'a': 0.002, 'e': 0.2893842179390506}",25,0,19.889724070050132,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
622,False,"{'a': 0.002, 'e': 0.28880602788595566}",30,9,-6.9189699352571825,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
623,False,"{'a': 0.002, 'e': 0.2882289930573573}",20,14,2.1062740554523196,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
624,False,"{'a': 0.002, 'e': 0.2876531111451154}",20,0,10.372203794215899,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
625,False,"{'a': 0.002, 'e': 0.28707837984570167}",25,8,-14.24002964546034,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
626,False,"{'a': 0.002, 'e': 0.2865047968601901}",30,7,19.758970169270743,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 0}",1
627,False,"{'a': 0.002, 'e': 0.285932359894248}",30,10,34.60329113744662,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.002, 'e': 0.28536106665812666}",20,12,12.014984492475124,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
629,False,"{'a': 0.002, 'e': 0.2847909148666525}",20,5,-1.3766756926454922,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
630,False,"{'a': 0.002, 'e': 0.28422190223921745}",25,0,4.3322934651686715,"{0: 23, 1: 0, 2: 1, 3: 1, 4: 0}",0
631,False,"{'a': 0.002, 'e': 0.2836540264997704}",20,5,-6.32047441314486,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
632,False,"{'a': 0.002, 'e': 0.2830872853768075}",25,12,25.325749550136116,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.002, 'e': 0.2825216766033636}",25,3,24.214231515465915,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.002, 'e': 0.28195719791700274}",20,0,-18.543618573973323,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
635,False,"{'a': 0.002, 'e': 0.2813938470598095}",25,0,3.4161008924055345,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 0}",0
636,False,"{'a': 0.002, 'e': 0.2808316217783798}",20,6,-2.467088710643047,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
637,False,"{'a': 0.002, 'e': 0.28027051982381157}",20,0,17.46031356596885,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
638,False,"{'a': 0.002, 'e': 0.2797105389516963}",20,10,14.793455128916877,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.002, 'e': 0.27915167692210985}",20,6,-20.84720433882538,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
640,False,"{'a': 0.002, 'e': 0.27859393149960326}",25,6,-39.200139144460884,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
641,False,"{'a': 0.002, 'e': 0.27803730045319414}",30,20,5.20187389849017,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.002, 'e': 0.2774817815563575}",20,0,-41.70418140202135,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
643,False,"{'a': 0.002, 'e': 0.2769273725870171}",25,15,6.690944530835285,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
644,False,"{'a': 0.002, 'e': 0.27637407132753633}",20,0,12.553603822723513,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
645,False,"{'a': 0.002, 'e': 0.27582187556470933}",20,13,9.355072683067586,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.002, 'e': 0.27527078308975234}",20,2,-59.13205890022646,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 2}",1
647,False,"{'a': 0.002, 'e': 0.2747207916982947}",25,0,-47.65369427931788,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
648,False,"{'a': 0.002, 'e': 0.2741718991903702}",25,9,13.53023664680166,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
649,False,"{'a': 0.002, 'e': 0.27362410337040804}",25,18,10.357730159619072,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
650,False,"{'a': 0.002, 'e': 0.2730774020472242}",30,15,-9.829481114337453,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
651,False,"{'a': 0.002, 'e': 0.2725317930340126}",25,0,-11.793385455789814,"{0: 20, 1: 3, 2: 1, 3: 1, 4: 0}",0
652,False,"{'a': 0.002, 'e': 0.2719872741483365}",20,0,6.094687903398653,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
653,False,"{'a': 0.002, 'e': 0.27144384321211973}",30,4,10.833285552595772,"{0: 24, 1: 0, 2: 2, 3: 0, 4: 0}",1
654,False,"{'a': 0.002, 'e': 0.27090149805163766}",20,1,8.45186373570543,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
655,False,"{'a': 0.002, 'e': 0.270360236497509}",25,8,11.318346881909296,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
656,False,"{'a': 0.002, 'e': 0.2698200563846868}",20,14,9.854460652282782,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.002, 'e': 0.26928095555244996}",35,24,8.239460355514748,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
658,False,"{'a': 0.002, 'e': 0.26874293184439435}",25,0,-14.242780025740695,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
659,False,"{'a': 0.002, 'e': 0.2682059831084244}",25,9,16.587553900682316,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
660,False,"{'a': 0.002, 'e': 0.26767010719674456}",25,0,-44.69524675594154,"{0: 22, 1: 0, 2: 1, 3: 1, 4: 1}",0
661,False,"{'a': 0.002, 'e': 0.26713530196585034}",30,1,15.699154840945539,"{0: 27, 1: 1, 2: 0, 3: 1, 4: 0}",1
662,False,"{'a': 0.002, 'e': 0.2666015652765202}",20,0,-29.800938235912383,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
663,False,"{'a': 0.002, 'e': 0.26606889499380665}",20,0,15.28598269879572,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.002, 'e': 0.2655372889870278}",30,3,44.97665707376678,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
665,False,"{'a': 0.002, 'e': 0.2650067451297589}",20,5,23.379057938836002,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
666,False,"{'a': 0.002, 'e': 0.26447726129982396}",25,11,11.995387949359465,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
667,False,"{'a': 0.002, 'e': 0.2639488353792868}",35,0,-33.709871505116595,"{0: 30, 1: 2, 2: 2, 3: 0, 4: 1}",0
668,False,"{'a': 0.002, 'e': 0.2634214652544431}",20,1,-13.43779635112778,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
669,False,"{'a': 0.002, 'e': 0.26289514881581166}",20,10,16.23060650387566,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
670,False,"{'a': 0.002, 'e': 0.262369883958126}",20,12,-40.38770685412254,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 1}",1
671,False,"{'a': 0.002, 'e': 0.261845668580326}",20,4,8.405721637540676,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
672,False,"{'a': 0.002, 'e': 0.2613225005855494}",20,15,7.393833581408604,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.002, 'e': 0.26080037788112365}",20,1,11.35467172241317,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.002, 'e': 0.2602792983785571}",25,6,33.543189945347834,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.002, 'e': 0.2597592599935311}",25,13,21.928965693640755,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
676,False,"{'a': 0.002, 'e': 0.2592402606458915}",30,19,12.24206578297515,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.002, 'e': 0.25872229825964005}",25,8,21.729683168092446,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.002, 'e': 0.25820537076292666}",20,3,27.95594391384402,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
679,False,"{'a': 0.002, 'e': 0.25768947608804055}",30,16,24.270247739131207,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.002, 'e': 0.2571746121714024}",25,0,18.07024986268184,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",1
681,False,"{'a': 0.002, 'e': 0.2566607769535559}",25,9,13.375239441260975,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.002, 'e': 0.2561479683791593}",25,2,-6.395672978456103,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
683,False,"{'a': 0.002, 'e': 0.25563618439697783}",20,6,-17.14261852491334,"{0: 11, 1: 1, 2: 1, 3: 1, 4: 0}",1
684,False,"{'a': 0.002, 'e': 0.2551254229598748}",30,13,3.756850184155293,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
685,False,"{'a': 0.002, 'e': 0.2546156820248037}",20,0,27.967855019198797,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
686,False,"{'a': 0.002, 'e': 0.25410695955280027}",20,9,5.648020717262041,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
687,False,"{'a': 0.002, 'e': 0.25359925350897383}",20,0,-21.712210122610703,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
688,False,"{'a': 0.002, 'e': 0.25309256186249957}",20,0,-6.1873031466360295,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
689,False,"{'a': 0.002, 'e': 0.2525868825866102}",25,0,-0.9785369512046713,"{0: 22, 1: 0, 2: 3, 3: 0, 4: 0}",0
690,False,"{'a': 0.002, 'e': 0.25208221365858796}",25,0,27.35793120665089,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
691,False,"{'a': 0.002, 'e': 0.25157855305975646}",20,0,-4.71904179382946,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
692,False,"{'a': 0.002, 'e': 0.25107589877547265}",25,5,-9.711353903505342,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
693,False,"{'a': 0.002, 'e': 0.25057424879511875}",35,20,20.584584811437033,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
694,False,"{'a': 0.002, 'e': 0.2500736011120941}",20,11,17.924644710787195,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.002, 'e': 0.24957395372380728}",20,0,-14.011692343442254,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
696,False,"{'a': 0.002, 'e': 0.24907530463166816}",20,11,14.192805559621423,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.002, 'e': 0.24857765184107966}",25,0,-23.855162144879284,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",1
698,False,"{'a': 0.002, 'e': 0.24808099336142997}",25,0,23.984779071456156,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
699,False,"{'a': 0.002, 'e': 0.2475853272060845}",20,0,1.6563454321767936,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",0
700,False,"{'a': 0.002, 'e': 0.24709065139237796}",30,10,11.632086049628466,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
701,False,"{'a': 0.002, 'e': 0.24659696394160643}",25,2,-34.83106110518906,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 1}",1
702,False,"{'a': 0.002, 'e': 0.2461042628790195}",25,0,14.945390694458771,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
703,False,"{'a': 0.002, 'e': 0.2456125462338122}",30,0,16.250674598187178,"{0: 28, 1: 0, 2: 1, 3: 1, 4: 0}",0
704,False,"{'a': 0.002, 'e': 0.24512181203911731}",25,9,6.26503411579546,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
705,False,"{'a': 0.002, 'e': 0.2446320583319975}",20,0,16.315365331563587,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
706,False,"{'a': 0.002, 'e': 0.2441432831534371}",20,6,23.790223421548408,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.002, 'e': 0.24365548454833486}",20,0,-1.6100811494406682,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
708,False,"{'a': 0.002, 'e': 0.24316866056549566}",20,0,11.015402852774836,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
709,False,"{'a': 0.002, 'e': 0.24268280925762298}",20,8,20.53452694386332,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
710,False,"{'a': 0.002, 'e': 0.2421979286813109}",30,15,31.65719262942224,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
711,False,"{'a': 0.002, 'e': 0.24171401689703645}",25,0,-23.17166726385637,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
712,False,"{'a': 0.002, 'e': 0.24123107196915192}",30,8,25.892249263031545,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
713,False,"{'a': 0.002, 'e': 0.24074909196587688}",25,3,16.84856129457359,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
714,False,"{'a': 0.002, 'e': 0.2402680749592907}",20,4,9.603553824378409,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
715,False,"{'a': 0.002, 'e': 0.2397880190253247}",20,11,-29.03755389740894,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
716,False,"{'a': 0.002, 'e': 0.23930892224375455}",20,15,3.3943872956683565,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.002, 'e': 0.23883078269819244}",20,0,-2.999863961744714,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
718,False,"{'a': 0.002, 'e': 0.23835359847607956}",20,0,8.438826586149588,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
719,False,"{'a': 0.002, 'e': 0.2378773676686784}",35,21,-27.36504604798993,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 1}",1
720,False,"{'a': 0.002, 'e': 0.23740208837106508}",25,2,0.6315840613580672,"{0: 19, 1: 2, 2: 2, 3: 0, 4: 0}",1
721,False,"{'a': 0.002, 'e': 0.23692775868212176}",20,0,5.5757574387122695,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
722,False,"{'a': 0.002, 'e': 0.2364543767045291}",20,3,-19.040331052832734,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
723,False,"{'a': 0.002, 'e': 0.23598194054475852}",25,9,19.88058854590779,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.002, 'e': 0.23551044831306475}",30,13,19.45350933239599,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
725,False,"{'a': 0.002, 'e': 0.23503989812347828}",30,12,-79.88730584709096,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 2}",1
726,False,"{'a': 0.002, 'e': 0.23457028809379765}",35,17,-14.689428551696226,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 0}",1
727,False,"{'a': 0.002, 'e': 0.2341016163455822}",25,13,16.918350500345916,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.002, 'e': 0.23363388100414423}",25,0,26.816041844527156,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.002, 'e': 0.2331670801985418}",20,16,7.895930752520796,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.002, 'e': 0.23270121206157107}",30,11,0.39853271779723487,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
731,False,"{'a': 0.002, 'e': 0.23223627472975883}",30,22,8.211039988110237,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.002, 'e': 0.23177226634335515}",20,12,17.606352001434797,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.002, 'e': 0.23130918504632592}",30,13,18.53871785792102,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
734,False,"{'a': 0.002, 'e': 0.23084702898634524}",20,10,-5.361628028738602,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
735,False,"{'a': 0.002, 'e': 0.23038579631478834}",35,9,15.143369380502916,"{0: 23, 1: 2, 2: 1, 3: 0, 4: 0}",1
