trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",20,0,-137.59878757182102,"{0: 11, 1: 0, 2: 7, 3: 0, 4: 2}",0
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",20,10,-7.551827350763453,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
185,False,"{'a': 0.002, 'e': 0.6921171816887304}",25,0,-106.51310759349727,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
186,False,"{'a': 0.002, 'e': 0.6907343306373547}",20,0,-63.502873333336495,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
187,False,"{'a': 0.002, 'e': 0.6893542425242224}",20,6,0.45123418526532433,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
188,False,"{'a': 0.002, 'e': 0.6879769118289795}",25,0,-83.44033768199765,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
189,False,"{'a': 0.002, 'e': 0.686602333042301}",25,0,-31.849396866021017,"{0: 18, 1: 3, 2: 4, 3: 0, 4: 0}",0
190,False,"{'a': 0.002, 'e': 0.6852305006658703}",25,4,-70.76681429168505,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 1}",1
191,False,"{'a': 0.002, 'e': 0.6838614092123558}",30,7,-10.976343761984198,"{0: 20, 1: 0, 2: 2, 3: 1, 4: 0}",1
192,False,"{'a': 0.002, 'e': 0.6824950532053901}",25,17,-29.492229853160374,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
193,False,"{'a': 0.002, 'e': 0.6811314271795471}",20,0,-36.571506785289564,"{0: 13, 1: 4, 2: 3, 3: 0, 4: 0}",0
194,False,"{'a': 0.002, 'e': 0.679770525680321}",30,0,-89.52717771974721,"{0: 24, 1: 1, 2: 3, 3: 0, 4: 2}",0
195,False,"{'a': 0.002, 'e': 0.678412343264104}",35,0,-30.774068259609287,"{0: 28, 1: 3, 2: 3, 3: 1, 4: 0}",0
196,False,"{'a': 0.002, 'e': 0.6770568744981647}",20,0,-46.38456457964259,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
197,False,"{'a': 0.002, 'e': 0.675704113960626}",25,0,-98.64522814277898,"{0: 17, 1: 4, 2: 2, 3: 0, 4: 2}",0
198,False,"{'a': 0.002, 'e': 0.6743540562404442}",20,0,-101.43363425446776,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
199,False,"{'a': 0.002, 'e': 0.6730066959373864}",30,11,-34.311816502078436,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
200,False,"{'a': 0.002, 'e': 0.6716620276620098}",20,0,-45.89963933398886,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
201,False,"{'a': 0.002, 'e': 0.6703200460356393}",20,0,-47.138016050353976,"{0: 16, 1: 2, 2: 0, 3: 1, 4: 1}",0
202,False,"{'a': 0.002, 'e': 0.6689807456903467}",35,0,-112.72502413297771,"{0: 26, 1: 2, 2: 5, 3: 0, 4: 2}",0
203,False,"{'a': 0.002, 'e': 0.6676441212689289}",20,0,-37.05901832213824,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
204,False,"{'a': 0.002, 'e': 0.6663101674248864}",20,6,-10.903248447144927,"{0: 11, 1: 2, 2: 0, 3: 1, 4: 0}",1
205,False,"{'a': 0.002, 'e': 0.6649788788224019}",20,0,-24.308027405887394,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
206,False,"{'a': 0.002, 'e': 0.6636502501363194}",25,0,-159.3997951549818,"{0: 16, 1: 3, 2: 2, 3: 1, 4: 3}",0
207,False,"{'a': 0.002, 'e': 0.6623242760521222}",30,0,-49.40630357178981,"{0: 22, 1: 3, 2: 4, 3: 1, 4: 0}",0
208,False,"{'a': 0.002, 'e': 0.6610009512659124}",30,0,-89.27417083962443,"{0: 23, 1: 2, 2: 3, 3: 0, 4: 2}",0
209,False,"{'a': 0.002, 'e': 0.659680270484389}",25,13,-32.83374446032318,"{0: 7, 1: 3, 2: 1, 3: 1, 4: 0}",1
210,False,"{'a': 0.002, 'e': 0.6583622284248272}",25,0,-29.429764184792916,"{0: 22, 1: 2, 2: 0, 3: 0, 4: 1}",0
211,False,"{'a': 0.002, 'e': 0.6570468198150567}",25,0,-54.93204293113935,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
212,False,"{'a': 0.002, 'e': 0.6557340393934418}",25,13,-11.893209071248513,"{0: 8, 1: 3, 2: 1, 3: 0, 4: 0}",1
213,False,"{'a': 0.002, 'e': 0.6544238819088586}",35,0,-58.2367924571647,"{0: 26, 1: 4, 2: 3, 3: 2, 4: 0}",0
214,False,"{'a': 0.002, 'e': 0.6531163421206756}",30,0,-45.403906491883966,"{0: 20, 1: 5, 2: 5, 3: 0, 4: 0}",0
215,False,"{'a': 0.002, 'e': 0.651811414798732}",20,0,-6.829171826038552,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
216,False,"{'a': 0.002, 'e': 0.6505090947233165}",35,0,-171.5945138503953,"{0: 21, 1: 1, 2: 11, 3: 0, 4: 2}",0
217,False,"{'a': 0.002, 'e': 0.6492093766851474}",20,0,-110.02758117001757,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
218,False,"{'a': 0.002, 'e': 0.6479122554853506}",20,0,15.51068634729545,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
219,False,"{'a': 0.002, 'e': 0.6466177259354396}",25,0,-97.56496474638757,"{0: 17, 1: 0, 2: 6, 3: 1, 4: 1}",0
220,False,"{'a': 0.002, 'e': 0.6453257828572946}",30,9,-24.139420873746417,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
221,False,"{'a': 0.002, 'e': 0.6440364210831414}",20,0,-9.356665235537433,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
222,False,"{'a': 0.002, 'e': 0.6427496354555312}",20,14,-2.2335491264930747,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
223,False,"{'a': 0.002, 'e': 0.6414654208273198}",20,11,-79.96195905634208,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 2}",1
224,False,"{'a': 0.002, 'e': 0.6401837720616471}",20,2,-13.866980026078293,"{0: 14, 1: 3, 2: 0, 3: 1, 4: 0}",1
225,False,"{'a': 0.002, 'e': 0.6389046840319162}",20,0,-53.68170845685471,"{0: 14, 1: 4, 2: 1, 3: 0, 4: 1}",0
226,False,"{'a': 0.002, 'e': 0.6376281516217733}",20,10,-44.476010465325416,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
227,False,"{'a': 0.002, 'e': 0.6363541697250871}",20,0,-24.199751674687956,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
228,False,"{'a': 0.002, 'e': 0.6350827332459281}",20,4,-57.38711092521232,"{0: 11, 1: 0, 2: 3, 3: 2, 4: 0}",1
229,False,"{'a': 0.002, 'e': 0.633813837098549}",25,0,-63.342864056920284,"{0: 18, 1: 5, 2: 0, 3: 1, 4: 1}",0
230,False,"{'a': 0.002, 'e': 0.6325474762073634}",25,2,-12.008011259168036,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 0}",1
231,False,"{'a': 0.002, 'e': 0.631283645506926}",20,0,-99.76504510944034,"{0: 15, 1: 0, 2: 2, 3: 1, 4: 2}",0
232,False,"{'a': 0.002, 'e': 0.6300223399419123}",25,0,-67.96774574883202,"{0: 18, 1: 0, 2: 5, 3: 2, 4: 0}",0
233,False,"{'a': 0.002, 'e': 0.6287635544670984}",30,7,-9.400670184350268,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
234,False,"{'a': 0.002, 'e': 0.6275072840473407}",20,0,-48.58868878427987,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
235,False,"{'a': 0.002, 'e': 0.6262535236575559}",25,0,-91.21004713287591,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
236,False,"{'a': 0.002, 'e': 0.6250022682827008}",25,9,-10.05720446838149,"{0: 12, 1: 2, 2: 2, 3: 0, 4: 0}",1
237,False,"{'a': 0.002, 'e': 0.623753512917752}",20,9,-11.464022172494824,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
238,False,"{'a': 0.002, 'e': 0.6225072525676867}",20,10,-9.872610331026955,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
239,False,"{'a': 0.002, 'e': 0.6212634822474616}",20,0,-31.814675246658332,"{0: 15, 1: 1, 2: 3, 3: 1, 4: 0}",0
240,False,"{'a': 0.002, 'e': 0.6200221969819939}",20,0,-111.18182553903769,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",1
241,False,"{'a': 0.002, 'e': 0.6187833918061408}",20,0,-132.52010182238237,"{0: 9, 1: 5, 2: 4, 3: 0, 4: 2}",0
242,False,"{'a': 0.002, 'e': 0.61754706176468}",25,0,-55.08134008685081,"{0: 20, 1: 2, 2: 1, 3: 1, 4: 1}",0
243,False,"{'a': 0.002, 'e': 0.6163132019122897}",20,0,-92.94404147359491,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
244,False,"{'a': 0.002, 'e': 0.6150818073135287}",30,1,-68.02329194285586,"{0: 22, 1: 1, 2: 4, 3: 1, 4: 1}",1
245,False,"{'a': 0.002, 'e': 0.6138528730428171}",20,3,-64.76489616581374,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 1}",1
246,False,"{'a': 0.002, 'e': 0.6126263941844161}",35,8,-100.72194133261458,"{0: 17, 1: 4, 2: 4, 3: 1, 4: 1}",1
247,False,"{'a': 0.002, 'e': 0.6114023658324087}",35,17,-2.1271337795183785,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
248,False,"{'a': 0.002, 'e': 0.6101807830906798}",20,4,1.2354657159864257,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
249,False,"{'a': 0.002, 'e': 0.6089616410728969}",20,15,3.0398917877025053,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.002, 'e': 0.6077449349024902}",20,11,16.548336740469765,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.002, 'e': 0.6065306597126334}",20,16,7.627963258773087,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.002, 'e': 0.6053188106462243}",30,15,-20.96039802529173,"{0: 13, 1: 0, 2: 0, 3: 2, 4: 0}",1
253,False,"{'a': 0.002, 'e': 0.6041093828558647}",30,0,-101.66267319499443,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
254,False,"{'a': 0.002, 'e': 0.6029023715038421}",20,4,-43.0817926586669,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 1}",1
255,False,"{'a': 0.002, 'e': 0.6016977717621094}",30,6,-27.647615868224186,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 0}",1
256,False,"{'a': 0.002, 'e': 0.6004955788122659}",35,8,-88.13939785268524,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 2}",1
257,False,"{'a': 0.002, 'e': 0.5992957878455384}",30,0,-28.344875291693988,"{0: 26, 1: 1, 2: 2, 3: 0, 4: 1}",0
258,False,"{'a': 0.002, 'e': 0.5980983940627613}",25,9,-29.65614365182997,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 0}",1
259,False,"{'a': 0.002, 'e': 0.596903392674358}",25,0,-95.46912528788566,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
260,False,"{'a': 0.002, 'e': 0.5957107789003212}",25,8,-65.16551789395284,"{0: 11, 1: 1, 2: 4, 3: 0, 4: 1}",1
261,False,"{'a': 0.002, 'e': 0.5945205479701944}",20,8,-11.257383961100317,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 0}",1
262,False,"{'a': 0.002, 'e': 0.593332695123052}",25,12,-52.52688492261385,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 1}",1
263,False,"{'a': 0.002, 'e': 0.5921472156074813}",20,2,-30.399483696066866,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
264,False,"{'a': 0.002, 'e': 0.5909641046815625}",25,6,-10.930367315825443,"{0: 16, 1: 0, 2: 2, 3: 1, 4: 0}",1
265,False,"{'a': 0.002, 'e': 0.5897833576128504}",20,0,-108.67037418741948,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
266,False,"{'a': 0.002, 'e': 0.5886049696783552}",20,0,-78.04405828003792,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
267,False,"{'a': 0.002, 'e': 0.5874289361645234}",20,2,-32.350319050275374,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 0}",1
268,False,"{'a': 0.002, 'e': 0.5862552523672196}",20,0,-46.189006616800285,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
269,False,"{'a': 0.002, 'e': 0.5850839135917069}",20,11,-13.791840124600995,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
270,False,"{'a': 0.002, 'e': 0.5839149151526287}",35,0,-128.87840576563565,"{0: 25, 1: 2, 2: 5, 3: 1, 4: 2}",0
271,False,"{'a': 0.002, 'e': 0.5827482523739896}",30,4,-70.72420381858038,"{0: 20, 1: 1, 2: 3, 3: 1, 4: 1}",1
272,False,"{'a': 0.002, 'e': 0.5815839205891371}",25,0,-20.062842665294337,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
273,False,"{'a': 0.002, 'e': 0.5804219151407424}",20,0,-108.91340125286176,"{0: 15, 1: 2, 2: 0, 3: 0, 4: 3}",0
274,False,"{'a': 0.002, 'e': 0.579262231380782}",25,0,-42.02953108823495,"{0: 19, 1: 1, 2: 4, 3: 1, 4: 0}",0
275,False,"{'a': 0.002, 'e': 0.5781048646705196}",25,6,-52.252820871903126,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 1}",1
276,False,"{'a': 0.002, 'e': 0.5769498103804866}",20,0,-117.74878461723225,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 1}",0
277,False,"{'a': 0.002, 'e': 0.5757970638904645}",25,0,-97.93407139736242,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
278,False,"{'a': 0.002, 'e': 0.5746466205894657}",20,6,-46.75683054299961,"{0: 10, 1: 2, 2: 1, 3: 0, 4: 1}",1
279,False,"{'a': 0.002, 'e': 0.5734984758757153}",20,0,-49.53467427473916,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
280,False,"{'a': 0.002, 'e': 0.5723526251566332}",30,0,-131.23908222345383,"{0: 20, 1: 4, 2: 2, 3: 2, 4: 2}",1
281,False,"{'a': 0.002, 'e': 0.5712090638488149}",20,7,4.24338747127446,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 0}",1
282,False,"{'a': 0.002, 'e': 0.5700677873780134}",30,3,-72.14192406364039,"{0: 19, 1: 0, 2: 6, 3: 2, 4: 0}",1
283,False,"{'a': 0.002, 'e': 0.5689287911791218}",20,0,-34.396947742129605,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
284,False,"{'a': 0.002, 'e': 0.5677920706961532}",20,0,-52.73504502989656,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
285,False,"{'a': 0.002, 'e': 0.5666576213822246}",25,0,-59.03812407212939,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
286,False,"{'a': 0.002, 'e': 0.5655254386995371}",20,16,5.843365216438066,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.002, 'e': 0.5643955181193583}",30,9,-12.520005658428811,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 0}",1
288,False,"{'a': 0.002, 'e': 0.5632678551220046}",35,9,-26.001653162862663,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 1}",1
289,False,"{'a': 0.002, 'e': 0.5621424451968224}",20,0,-129.16692384577337,"{0: 14, 1: 0, 2: 3, 3: 0, 4: 3}",0
290,False,"{'a': 0.002, 'e': 0.5610192838421706}",20,0,-115.68094958058865,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
291,False,"{'a': 0.002, 'e': 0.559898366565402}",35,5,-196.75215109063063,"{0: 17, 1: 6, 2: 3, 3: 0, 4: 4}",1
292,False,"{'a': 0.002, 'e': 0.5587796888828463}",20,0,6.556551302971792,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
293,False,"{'a': 0.002, 'e': 0.5576632463197913}",20,14,-31.01424250860919,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
294,False,"{'a': 0.002, 'e': 0.5565490344104649}",20,0,-24.6033143339709,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
295,False,"{'a': 0.002, 'e': 0.5554370486980182}",20,15,4.100381124838471,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.002, 'e': 0.5543272847345071}",20,0,-27.60702773044282,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
297,False,"{'a': 0.002, 'e': 0.5532197380808739}",25,0,-145.62254745368998,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
298,False,"{'a': 0.002, 'e': 0.5521144043069306}",25,0,-34.787933830735255,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
299,False,"{'a': 0.002, 'e': 0.5510112789913407}",20,13,2.1122210125511516,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
300,False,"{'a': 0.002, 'e': 0.5499103577216016}",20,0,-32.29670506292061,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
301,False,"{'a': 0.002, 'e': 0.5488116360940265}",20,0,-45.330686228760115,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
302,False,"{'a': 0.002, 'e': 0.5477151097137275}",25,0,-60.79038412956648,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
303,False,"{'a': 0.002, 'e': 0.5466207741945976}",25,1,-51.00440922468331,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 1}",1
304,False,"{'a': 0.002, 'e': 0.5455286251592933}",20,0,-36.258622284883664,"{0: 16, 1: 1, 2: 1, 3: 2, 4: 0}",0
305,False,"{'a': 0.002, 'e': 0.5444386582392171}",20,0,-65.42614867621855,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
306,False,"{'a': 0.002, 'e': 0.5433508690744998}",20,1,-40.78445232789117,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 1}",1
307,False,"{'a': 0.002, 'e': 0.5422652533139832}",20,0,-50.226327536784176,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",0
308,False,"{'a': 0.002, 'e': 0.5411818066152029}",25,0,-107.98426054650119,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 3}",0
309,False,"{'a': 0.002, 'e': 0.5401005246443706}",25,0,-16.06171581543406,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
310,False,"{'a': 0.002, 'e': 0.539021403076357}",25,0,-34.70364656523886,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
311,False,"{'a': 0.002, 'e': 0.5379444375946745}",30,0,2.730571764406381,"{0: 27, 1: 1, 2: 1, 3: 1, 4: 0}",0
312,False,"{'a': 0.002, 'e': 0.5368696238914595}",20,16,8.690891209998714,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.002, 'e': 0.535796957667456}",20,11,-20.433189938609882,"{0: 6, 1: 0, 2: 3, 3: 0, 4: 0}",1
314,False,"{'a': 0.002, 'e': 0.5347264346319975}",30,0,-106.61942752444833,"{0: 21, 1: 4, 2: 3, 3: 0, 4: 2}",0
315,False,"{'a': 0.002, 'e': 0.5336580505029906}",25,0,-18.32832780697076,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 0}",0
316,False,"{'a': 0.002, 'e': 0.5325918010068972}",20,0,-74.09978249617211,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",1
317,False,"{'a': 0.002, 'e': 0.5315276818787179}",20,0,12.643079634199896,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
318,False,"{'a': 0.002, 'e': 0.5304656888619749}",25,11,-99.53865517613752,"{0: 7, 1: 0, 2: 5, 3: 1, 4: 1}",1
319,False,"{'a': 0.002, 'e': 0.5294058177086945}",20,0,-40.383907551445766,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 1}",0
320,False,"{'a': 0.002, 'e': 0.528348064179391}",25,12,-39.29360544159488,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
321,False,"{'a': 0.002, 'e': 0.5272924240430485}",25,0,-65.02446522944125,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 1}",0
322,False,"{'a': 0.002, 'e': 0.5262388930771054}",25,13,2.0601245023273647,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
323,False,"{'a': 0.002, 'e': 0.5251874670674361}",30,0,-50.27884348579506,"{0: 22, 1: 4, 2: 2, 3: 2, 4: 0}",0
324,False,"{'a': 0.002, 'e': 0.5241381418083354}",35,0,-220.02542434902506,"{0: 26, 1: 2, 2: 0, 3: 2, 4: 5}",0
325,False,"{'a': 0.002, 'e': 0.5230909131025008}",20,10,-13.687529439566372,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
326,False,"{'a': 0.002, 'e': 0.522045776761016}",25,16,-27.143905644887777,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
327,False,"{'a': 0.002, 'e': 0.5210027286033344}",20,0,-19.446959461570334,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
328,False,"{'a': 0.002, 'e': 0.5199617644572618}",20,0,11.71241366299481,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
329,False,"{'a': 0.002, 'e': 0.5189228801589404}",20,9,-10.092518371163667,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 0}",1
330,False,"{'a': 0.002, 'e': 0.5178860715528314}",35,19,-4.375071192026615,"{0: 12, 1: 3, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.002, 'e': 0.5168513344916992}",25,0,-24.4321011212265,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 1}",0
332,False,"{'a': 0.002, 'e': 0.5158186648365941}",20,7,-57.173248571723285,"{0: 9, 1: 0, 2: 3, 3: 0, 4: 1}",1
333,False,"{'a': 0.002, 'e': 0.5147880584568362}",25,11,-9.699179135034914,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
334,False,"{'a': 0.002, 'e': 0.5137595112299983}",25,11,-8.911084296676904,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
335,False,"{'a': 0.002, 'e': 0.5127330190418905}",35,5,-60.07199579424716,"{0: 23, 1: 2, 2: 3, 3: 1, 4: 1}",1
336,False,"{'a': 0.002, 'e': 0.5117085777865424}",25,7,-27.17801340135543,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
337,False,"{'a': 0.002, 'e': 0.5106861833661879}",35,16,-33.20259860553388,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 0}",1
338,False,"{'a': 0.002, 'e': 0.5096658316912476}",25,19,-31.952284063459555,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
339,False,"{'a': 0.002, 'e': 0.5086475186803137}",20,0,-52.97718718047705,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
340,False,"{'a': 0.002, 'e': 0.5076312402601327}",20,0,-41.547029893864654,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
341,False,"{'a': 0.002, 'e': 0.5066169923655895}",35,2,-63.15315552935448,"{0: 27, 1: 0, 2: 4, 3: 1, 4: 1}",1
342,False,"{'a': 0.002, 'e': 0.5056047709396915}",35,0,-121.3057230641156,"{0: 23, 1: 3, 2: 6, 3: 2, 4: 1}",0
343,False,"{'a': 0.002, 'e': 0.5045945719335512}",20,0,-45.64130019880804,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
344,False,"{'a': 0.002, 'e': 0.5035863913063714}",20,6,10.551704805574847,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.002, 'e': 0.5025802250254283}",20,0,-5.448180968168887,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
346,False,"{'a': 0.002, 'e': 0.5015760690660555}",20,6,8.691569717759641,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.002, 'e': 0.5005739194116277}",30,11,1.3036979786867653,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 0}",1
348,False,"{'a': 0.002, 'e': 0.4995737720535449}",25,14,-28.70148614827118,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
349,False,"{'a': 0.002, 'e': 0.4985756229912165}",25,1,-9.551105921231727,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 0}",1
350,False,"{'a': 0.002, 'e': 0.4975794682320448}",30,14,-61.52815366303665,"{0: 12, 1: 1, 2: 0, 3: 2, 4: 1}",1
351,False,"{'a': 0.002, 'e': 0.49658530379140947}",20,8,-4.862956573275138,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
352,False,"{'a': 0.002, 'e': 0.4955931256926514}",20,0,-23.942111275301624,"{0: 16, 1: 0, 2: 4, 3: 0, 4: 0}",0
353,False,"{'a': 0.002, 'e': 0.494602929967057}",20,12,-7.456739820824076,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 0}",1
354,False,"{'a': 0.002, 'e': 0.4936147126538418}",20,16,8.1015566339003,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.002, 'e': 0.49262846980013547}",20,6,13.687499956027398,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
356,False,"{'a': 0.002, 'e': 0.4916441974609651}",20,0,-48.28921102771393,"{0: 14, 1: 0, 2: 5, 3: 1, 4: 0}",1
357,False,"{'a': 0.002, 'e': 0.4906618916992401}",20,7,15.827726348444664,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
358,False,"{'a': 0.002, 'e': 0.4896815485857362}",30,5,-24.946859846506758,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",1
359,False,"{'a': 0.002, 'e': 0.4887031641990795}",20,14,-42.20696934190437,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 1}",1
360,False,"{'a': 0.002, 'e': 0.4877267346257312}",20,0,-44.35321705888906,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
361,False,"{'a': 0.002, 'e': 0.4867522559599717}",25,9,-46.71857170636038,"{0: 11, 1: 1, 2: 2, 3: 2, 4: 0}",1
362,False,"{'a': 0.002, 'e': 0.485779724303885}",20,11,-4.388866688785509,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
363,False,"{'a': 0.002, 'e': 0.48480913576734325}",25,0,11.310016257775374,"{0: 22, 1: 2, 2: 1, 3: 0, 4: 0}",0
364,False,"{'a': 0.002, 'e': 0.483840486467991}",20,5,-37.06007533280303,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
365,False,"{'a': 0.002, 'e': 0.48287377253122976}",20,9,4.179809541713043,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
366,False,"{'a': 0.002, 'e': 0.48190899009020244}",25,0,15.173478994793435,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
